date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2010-09-11,21,10,0.0,11.6,5,5,16,10:56 AM,08:11 PM,06:33 AM,07:32 PM,13,16,17,16,11,9,80,0.0,1021,21,8,208,7
2010-09-12,23,12,0.0,11.6,5,5,23,12:21 PM,08:40 PM,06:35 AM,07:29 PM,13,18,18,18,14,15,74,0.0,1019,23,10,166,8
2010-09-13,18,12,0.0,10.3,3,3,31,01:39 PM,09:18 PM,06:37 AM,07:27 PM,13,15,15,15,17,54,86,0.7,1021,18,7,276,11
2010-09-14,14,10,0.0,6.4,3,3,38,02:46 PM,10:06 PM,06:38 AM,07:25 PM,12,11,12,11,21,95,97,1.7,1016,14,5,211,13
2010-09-15,17,12,0.0,11.6,4,4,46,03:40 PM,11:04 PM,06:40 AM,07:22 PM,11,13,14,13,26,53,81,0.0,1007,17,10,232,17
2010-09-16,16,10,0.0,11.6,4,4,53,04:21 PM,No moonset,06:42 AM,07:20 PM,9,11,12,11,25,49,80,0.4,1006,16,9,235,16
2010-09-17,15,9,0.0,11.6,4,4,61,04:52 PM,12:09 AM,06:43 AM,07:18 PM,8,10,12,10,24,56,83,0.4,1009,15,6,243,15
2010-09-18,14,8,0.0,10.3,4,4,68,05:16 PM,01:18 AM,06:45 AM,07:15 PM,7,9,10,9,23,53,82,0.1,1014,14,8,250,15
2010-09-19,16,6,0.0,11.6,4,4,76,05:35 PM,02:28 AM,06:47 AM,07:13 PM,7,10,11,10,19,37,80,0.0,1016,16,8,242,12
2010-09-20,17,8,0.0,11.6,4,4,84,05:50 PM,03:38 AM,06:48 AM,07:10 PM,8,12,13,12,21,53,71,0.0,1016,17,10,212,13
2010-09-21,17,9,0.0,8.9,3,3,91,06:04 PM,04:46 AM,06:50 AM,07:08 PM,11,14,14,14,17,47,83,0.1,1019,17,7,286,11
2010-09-22,19,6,0.0,11.6,4,4,99,06:18 PM,05:54 AM,06:52 AM,07:05 PM,11,14,15,14,11,9,81,0.0,1023,19,8,130,6
2010-09-23,23,10,0.0,11.6,5,5,100,06:32 PM,07:03 AM,06:54 AM,07:03 PM,12,16,17,16,16,42,80,0.0,1015,23,8,165,9
2010-09-24,24,12,0.0,11.6,5,5,86,06:47 PM,08:12 AM,06:55 AM,07:01 PM,14,17,18,17,17,33,82,0.0,1003,24,7,173,10
2010-09-25,17,12,0.0,6.0,3,3,79,07:05 PM,09:22 AM,06:57 AM,06:58 PM,13,14,14,14,12,99,92,3.8,1002,17,6,297,8
2010-09-26,13,10,0.0,6.0,3,3,71,07:27 PM,10:34 AM,06:59 AM,06:56 PM,11,11,12,11,13,100,97,7.7,1005,13,6,284,9
2010-09-27,16,11,0.0,5.8,3,3,64,07:56 PM,11:45 AM,07:00 AM,06:53 PM,13,13,14,13,16,100,97,7.0,1004,16,6,330,10
2010-09-28,13,8,0.0,5.7,3,3,56,08:33 PM,12:54 PM,07:02 AM,06:51 PM,10,9,11,9,21,98,94,0.2,1011,13,8,323,14
2010-09-29,12,6,0.0,8.7,2,2,48,09:23 PM,01:56 PM,07:04 AM,06:49 PM,7,8,9,8,16,75,89,0.1,1019,12,6,212,10
2010-09-30,13,5,0.0,10.1,2,2,41,10:26 PM,02:49 PM,07:06 AM,06:46 PM,5,8,9,8,9,56,76,0.0,1020,13,8,69,5
2010-10-01,12,4,0.0,11.4,3,3,39,11:41 PM,03:31 PM,07:07 AM,06:44 PM,5,6,8,6,16,5,82,0.0,1018,12,9,104,11
2010-10-02,14,4,0.0,10.1,3,3,32,No moonrise,04:04 PM,07:09 AM,06:42 PM,6,7,9,7,22,48,86,0.0,1018,14,8,117,13
2010-10-03,17,7,0.0,11.3,3,3,25,01:03 AM,04:29 PM,07:11 AM,06:39 PM,9,10,11,10,22,34,86,0.0,1016,17,8,123,14
2010-10-04,17,9,0.0,11.3,4,4,18,02:28 AM,04:51 PM,07:12 AM,06:37 PM,9,11,12,11,26,15,82,0.0,1011,17,10,124,16
2010-10-05,17,10,0.0,11.2,4,4,10,03:56 AM,05:10 PM,07:14 AM,06:35 PM,10,12,13,12,21,38,86,0.0,1010,17,8,120,14
2010-10-06,18,10,0.0,11.2,4,4,3,05:25 AM,05:29 PM,07:16 AM,06:32 PM,11,13,14,13,20,51,88,0.0,1016,18,7,132,13
2010-10-07,17,10,0.0,8.6,4,4,0,06:53 AM,05:49 PM,07:18 AM,06:30 PM,11,13,13,13,16,63,84,0.0,1023,17,7,121,10
2010-10-08,15,8,0.0,10.1,4,4,0,08:22 AM,06:11 PM,07:19 AM,06:28 PM,7,9,11,9,22,61,77,0.0,1026,15,10,104,14
2010-10-09,14,6,0.0,11.0,3,3,4,09:50 AM,06:38 PM,07:21 AM,06:25 PM,5,8,9,8,21,55,73,0.0,1025,14,10,95,13
2010-10-10,14,3,0.0,11.0,3,3,11,11:14 AM,07:13 PM,07:23 AM,06:23 PM,5,8,9,8,15,1,76,0.0,1020,14,10,78,10
2010-10-11,11,3,0.0,11.0,3,3,18,12:28 PM,07:58 PM,07:25 AM,06:21 PM,5,8,9,8,10,2,78,0.0,1019,11,8,55,7
2010-10-12,11,2,0.0,10.9,3,3,26,01:30 PM,08:54 PM,07:26 AM,06:19 PM,5,7,8,7,6,4,83,0.0,1019,11,7,167,4
2010-10-13,13,2,0.0,10.9,3,3,33,02:16 PM,09:58 PM,07:28 AM,06:16 PM,5,7,8,7,10,21,84,0.0,1019,13,7,107,6
2010-10-14,11,2,0.0,8.5,3,3,40,02:52 PM,11:07 PM,07:30 AM,06:14 PM,5,6,8,6,16,35,86,0.0,1014,11,7,247,10
2010-10-15,11,6,0.0,5.4,2,2,48,03:18 PM,No moonset,07:32 AM,06:12 PM,8,8,9,8,11,91,93,0.5,1011,11,4,251,7
2010-10-16,7,4,0.0,5.4,2,2,55,03:39 PM,12:17 AM,07:34 AM,06:10 PM,6,4,6,4,18,100,98,8.1,1011,7,4,119,12
2010-10-17,10,2,0.0,10.0,2,2,62,03:56 PM,01:27 AM,07:35 AM,06:08 PM,4,3,6,3,16,53,90,0.4,1022,10,6,58,10
2010-10-18,10,-0,0.0,10.7,2,2,69,04:11 PM,02:35 AM,07:37 AM,06:05 PM,2,4,5,4,11,8,79,0.0,1021,10,9,154,6
2010-10-19,8,1,0.0,5.3,1,1,77,04:25 PM,03:44 AM,07:39 AM,06:03 PM,3,1,4,1,22,85,93,1.2,1006,8,8,203,13
2010-10-20,9,3,0.0,5.3,2,2,84,04:39 PM,04:51 AM,07:41 AM,06:01 PM,5,3,6,3,23,94,95,0.7,1003,9,5,245,14
2010-10-21,6,1,0.0,5.4,2,2,91,04:54 PM,06:00 AM,07:42 AM,05:59 PM,2,0,4,0,27,64,90,1.2,1016,6,9,247,16
2010-10-22,9,2,0.0,3.8,2,2,98,05:11 PM,07:11 AM,07:44 AM,05:57 PM,3,2,5,2,28,61,86,0.5,1017,9,8,222,16
2010-10-23,10,1,0.0,8.7,3,3,100,05:33 PM,08:22 AM,07:46 AM,05:55 PM,3,3,6,3,21,23,83,0.0,1011,10,8,197,12
2010-10-24,11,5,0.0,5.4,2,2,87,05:59 PM,09:35 AM,07:48 AM,05:53 PM,5,5,8,5,30,63,87,0.0,1004,11,7,222,18
2010-10-25,8,1,0.0,8.7,2,2,80,06:34 PM,10:45 AM,07:50 AM,05:51 PM,3,2,5,2,20,48,88,0.0,1017,8,7,268,12
2010-10-26,8,2,0.0,8.7,2,2,72,07:21 PM,11:50 AM,07:51 AM,05:49 PM,2,2,5,2,18,49,83,0.0,1025,8,8,279,11
2010-10-27,9,1,0.0,3.7,1,1,65,08:20 PM,12:45 PM,07:53 AM,05:47 PM,3,3,5,3,20,70,85,0.0,1024,9,8,196,11
2010-10-28,11,4,0.0,7.0,3,3,58,09:31 PM,01:30 PM,07:55 AM,05:45 PM,4,6,8,6,22,51,77,0.0,1019,11,8,224,14
2010-10-29,14,5,0.0,8.7,3,3,51,10:49 PM,02:05 PM,07:57 AM,05:43 PM,6,7,9,7,20,54,86,0.0,1015,14,6,182,11
2010-10-30,15,5,0.0,8.7,3,3,43,No moonrise,02:32 PM,07:59 AM,05:41 PM,6,8,9,8,22,29,79,0.0,1007,15,10,174,12
2010-10-31,12,5,0.0,8.7,3,3,39,12:11 AM,02:54 PM,08:00 AM,05:39 PM,5,7,8,7,14,26,82,0.0,1007,12,8,134,8
2010-11-01,12,5,0.0,7.0,3,3,22,01:35 AM,03:14 PM,08:02 AM,05:37 PM,7,8,8,8,11,72,93,0.0,1009,12,5,138,6
2010-11-02,10,5,0.0,7.0,2,2,15,02:59 AM,03:32 PM,08:04 AM,05:35 PM,6,6,7,6,15,64,90,0.0,1013,10,6,250,9
2010-11-03,12,6,0.0,5.2,2,2,7,04:24 AM,03:50 PM,08:06 AM,05:34 PM,9,7,9,7,28,80,95,0.1,1011,12,9,220,16
2010-11-04,15,10,0.0,3.5,3,3,0,05:51 AM,04:11 PM,08:08 AM,05:32 PM,12,11,13,11,27,100,97,3.7,1013,15,6,229,16
2010-11-05,14,11,0.0,3.5,3,3,0,07:18 AM,04:35 PM,08:10 AM,05:30 PM,12,11,13,11,30,95,97,1.1,1014,14,9,242,18
2010-11-06,11,5,0.0,5.2,2,2,0,08:43 AM,05:07 PM,08:11 AM,05:28 PM,8,7,9,7,17,87,96,1.7,1009,11,4,256,11
2010-11-07,5,2,0.0,3.4,2,2,0,10:03 AM,05:47 PM,08:13 AM,05:26 PM,3,3,4,3,9,55,91,0.0,1006,5,6,101,6
2010-11-08,3,1,0.5,3.4,1,1,8,11:12 AM,06:39 PM,08:15 AM,05:25 PM,2,1,2,1,11,88,95,0.7,991,3,4,84,7
2010-11-09,5,2,0.1,6.9,2,2,15,12:07 PM,07:41 PM,08:17 AM,05:23 PM,2,1,3,1,12,79,91,0.1,984,5,6,205,7
2010-11-10,8,0,0.0,8.7,2,2,23,12:48 PM,08:50 PM,08:19 AM,05:21 PM,3,3,5,3,13,63,86,0.0,990,8,5,173,8
2010-11-11,7,4,0.0,6.9,2,2,30,01:19 PM,10:01 PM,08:20 AM,05:20 PM,4,2,5,2,26,74,92,0.7,1002,7,6,218,16
2010-11-12,10,5,0.0,8.7,3,3,38,01:42 PM,11:12 PM,08:22 AM,05:18 PM,7,4,7,4,34,51,95,1.2,989,10,9,219,20
2010-11-13,12,9,0.0,3.3,3,3,45,02:00 PM,No moonset,08:24 AM,05:17 PM,10,9,11,9,18,94,98,6.3,995,12,6,236,11
2010-11-14,16,10,0.0,6.9,4,4,53,02:16 PM,12:21 AM,08:26 AM,05:15 PM,11,11,12,11,25,52,92,1.0,1000,16,7,187,13
2010-11-15,11,7,0.0,3.3,2,2,60,02:30 PM,01:30 AM,08:28 AM,05:14 PM,9,9,10,9,18,73,92,1.3,1012,11,10,252,10
2010-11-16,7,2,0.0,3.3,1,1,68,02:44 PM,02:38 AM,08:29 AM,05:12 PM,5,3,5,3,19,100,100,7.1,1020,7,3,25,11
2010-11-17,4,3,0.0,3.3,1,1,76,02:59 PM,03:46 AM,08:31 AM,05:11 PM,3,1,3,1,16,100,99,2.3,1015,4,4,45,11
2010-11-18,6,3,0.0,3.3,1,1,83,03:16 PM,04:55 AM,08:33 AM,05:10 PM,5,4,5,4,11,100,99,6.4,1010,6,1,69,7
2010-11-19,7,4,0.0,6.9,1,1,91,03:36 PM,06:06 AM,08:35 AM,05:08 PM,5,3,5,3,16,82,96,0.0,1015,7,4,227,10
2010-11-20,8,3,0.0,3.3,1,1,98,04:00 PM,07:19 AM,08:36 AM,05:07 PM,4,4,5,4,10,100,95,0.0,1017,8,3,179,6
2010-11-21,6,1,0.0,6.9,1,1,100,04:33 PM,08:31 AM,08:38 AM,05:06 PM,2,1,3,1,14,86,97,0.0,1014,6,3,89,8
2010-11-22,4,3,0.0,3.2,1,1,87,05:17 PM,09:40 AM,08:40 AM,05:05 PM,4,1,4,1,20,100,98,2.4,1001,4,5,64,13
2010-11-23,4,2,0.0,3.2,1,1,79,06:13 PM,10:39 AM,08:42 AM,05:03 PM,2,-1,3,-1,23,98,96,0.1,994,4,9,274,16
2010-11-24,2,-3,0.5,3.2,1,1,72,07:22 PM,11:29 AM,08:43 AM,05:02 PM,-0,-4,0,-4,24,89,97,0.6,1000,2,7,282,16
2010-11-25,1,-5,0.1,3.2,1,1,64,08:38 PM,12:06 PM,08:45 AM,05:01 PM,-3,-4,-2,-4,12,64,97,0.1,1004,1,3,218,7
2010-11-26,-0,-3,0.1,3.2,1,1,57,10:00 PM,12:36 PM,08:46 AM,05:00 PM,-2,-4,-2,-4,11,96,97,0.1,1003,-0,4,168,7
2010-11-27,-1,-6,0.0,8.1,1,1,49,11:23 PM,12:59 PM,08:48 AM,04:59 PM,-5,-7,-4,-7,10,42,95,0.0,1007,-1,3,237,6
2010-11-28,-1,-7,0.0,6.8,2,2,41,No moonrise,01:19 PM,08:50 AM,04:59 PM,-5,-8,-4,-8,17,50,97,0.0,1011,-1,5,100,10
2010-11-29,-2,-4,0.3,3.0,1,1,34,12:45 AM,01:37 PM,08:51 AM,04:58 PM,-3,-8,-3,-8,21,99,96,0.4,1009,-2,7,40,14
2010-11-30,-4,-8,0.0,8.0,1,1,26,02:07 AM,01:55 PM,08:53 AM,04:57 PM,-6,-10,-5,-10,17,53,95,0.0,1018,-4,5,59,10
2010-12-01,-9,-11,0.8,3.0,1,1,25,03:31 AM,02:14 PM,08:54 AM,04:56 PM,-11,-18,-10,-18,30,97,93,0.9,1016,-9,8,72,20
2010-12-02,-8,-13,3.8,3.0,1,1,18,04:54 AM,02:36 PM,08:56 AM,04:56 PM,-10,-15,-9,-15,20,90,93,4.5,1008,-8,6,149,13
2010-12-03,-6,-14,0.0,4.9,1,1,11,06:18 AM,03:03 PM,08:57 AM,04:55 PM,-10,-14,-9,-14,17,66,98,0.0,1011,-6,2,218,10
2010-12-04,-5,-10,0.0,8.0,2,2,4,07:39 AM,03:39 PM,08:58 AM,04:54 PM,-8,-13,-8,-13,23,44,98,0.0,1017,-5,7,206,12
2010-12-05,0,-7,0.1,2.8,1,1,0,08:52 AM,04:25 PM,09:00 AM,04:54 PM,-3,-7,-2,-7,27,90,97,0.1,1006,0,7,193,16
2010-12-06,1,-6,0.0,3.8,1,1,0,09:54 AM,05:23 PM,09:01 AM,04:53 PM,-3,-6,-3,-6,15,68,99,0.0,1003,1,0,207,8
2010-12-07,-2,-6,0.0,1.9,1,1,4,10:41 AM,06:29 PM,09:02 AM,04:53 PM,-4,-7,-4,-7,14,71,98,0.1,1007,-2,2,79,8
2010-12-08,-3,-4,2.9,1.9,1,1,11,11:17 AM,07:42 PM,09:04 AM,04:53 PM,-3,-7,-3,-7,16,100,99,3.4,1006,-3,2,87,11
2010-12-09,0,-4,1.1,1.9,1,1,18,11:43 AM,08:54 PM,09:05 AM,04:52 PM,-2,-7,-2,-7,29,87,98,1.3,1010,0,8,277,18
2010-12-10,-2,-6,0.0,1.9,1,1,25,12:04 PM,10:05 PM,09:06 AM,04:52 PM,-4,-9,-4,-9,22,83,99,0.0,1022,-2,5,266,12
2010-12-11,3,-0,0.0,1.9,1,1,33,12:21 PM,11:14 PM,09:07 AM,04:52 PM,2,-3,2,-3,37,100,100,1.0,1006,3,8,251,20
2010-12-12,2,-3,0.3,1.9,1,1,40,12:36 PM,No moonset,09:08 AM,04:52 PM,-0,-5,-0,-5,25,90,100,0.3,1009,2,7,317,15
2010-12-13,-1,-7,0.0,3.8,2,2,47,12:50 PM,12:22 AM,09:09 AM,04:52 PM,-5,-10,-5,-10,22,45,97,0.0,1019,-1,9,308,13
2010-12-14,-0,-4,1.6,1.9,1,1,54,01:04 PM,01:30 AM,09:10 AM,04:52 PM,-3,-7,-2,-7,23,97,97,1.9,1021,-0,4,325,15
2010-12-15,-2,-10,0.3,1.9,1,1,62,01:20 PM,02:38 AM,09:11 AM,04:52 PM,-5,-9,-5,-9,20,78,97,0.3,1021,-2,5,210,13
2010-12-16,-4,-11,0.5,1.9,1,1,69,01:38 PM,03:48 AM,09:12 AM,04:52 PM,-6,-12,-6,-12,23,71,99,0.6,1009,-4,5,194,14
2010-12-17,-3,-5,0.0,1.9,1,1,76,02:00 PM,04:59 AM,09:12 AM,04:52 PM,-4,-7,-4,-7,12,100,99,0.0,995,-3,3,183,9
2010-12-18,-6,-15,0.0,5.8,1,1,84,02:29 PM,06:11 AM,09:13 AM,04:53 PM,-10,-14,-10,-14,13,47,99,0.0,1003,-6,0,175,7
2010-12-19,-6,-13,0.1,1.8,1,1,91,03:08 PM,07:22 AM,09:14 AM,04:53 PM,-9,-13,-9,-13,14,71,99,0.2,1001,-6,2,148,7
2010-12-20,-1,-11,1.0,1.8,1,1,98,03:59 PM,08:26 AM,09:15 AM,04:53 PM,-6,-11,-6,-11,21,86,99,1.1,1000,-1,5,237,13
2010-12-21,-3,-13,0.0,1.8,1,1,100,05:04 PM,09:22 AM,09:15 AM,04:54 PM,-8,-12,-8,-12,17,54,99,0.0,1009,-3,0,123,8
2010-12-22,-0,-7,0.5,1.8,1,1,87,06:21 PM,10:05 AM,09:16 AM,04:54 PM,-3,-8,-3,-8,20,96,99,0.6,1009,-0,3,78,12
2010-12-23,0,-0,0.0,1.8,1,1,80,07:44 PM,10:38 AM,09:16 AM,04:55 PM,0,-3,0,-3,14,100,100,0.3,1002,0,0,65,9
2010-12-24,0,-1,1.8,1.9,1,1,73,09:08 PM,11:04 AM,09:16 AM,04:56 PM,-0,-5,-0,-5,21,99,100,2.2,1002,0,4,222,14
2010-12-25,-3,-7,1.9,1.8,1,1,66,10:32 PM,11:26 AM,09:17 AM,04:56 PM,-5,-11,-5,-11,25,100,99,2.3,1014,-3,7,312,17
2010-12-26,-7,-13,0.0,3.8,1,1,58,11:56 PM,11:44 AM,09:17 AM,04:57 PM,-10,-15,-10,-15,16,81,99,0.0,1023,-7,3,247,9
2010-12-27,-3,-7,2.3,1.9,1,1,51,No moonrise,12:02 PM,09:17 AM,04:58 PM,-4,-8,-4,-8,15,99,100,2.7,1020,-3,2,247,9
2010-12-28,-6,-16,0.1,1.9,1,1,44,01:18 AM,12:20 PM,09:17 AM,04:59 PM,-10,-14,-9,-14,14,72,99,0.1,1025,-6,2,99,8
2010-12-29,-9,-22,0.0,3.9,1,1,36,02:41 AM,12:40 PM,09:18 AM,05:00 PM,-16,-20,-16,-20,10,48,100,0.0,1029,-9,0,162,5
2010-12-30,-10,-20,0.0,5.8,1,1,29,04:03 AM,01:05 PM,09:18 AM,05:01 PM,-14,-18,-14,-18,14,39,99,0.0,1025,-10,0,241,7
2010-12-31,0,-6,0.1,2.0,1,1,25,05:23 AM,01:37 PM,09:18 AM,05:02 PM,-1,-5,-1,-5,23,97,100,0.5,1019,0,5,261,13
2011-01-01,1,-1,0.3,2.0,1,1,15,06:38 AM,02:17 PM,09:17 AM,05:03 PM,0,-4,0,-4,32,92,100,0.7,1012,1,7,262,18
2011-01-02,0,-3,0.1,2.0,1,1,7,07:43 AM,03:10 PM,09:17 AM,05:04 PM,-1,-5,-1,-5,18,79,99,0.2,1016,0,3,280,11
2011-01-03,-1,-3,0.2,2.0,1,1,0,08:35 AM,04:12 PM,09:17 AM,05:05 PM,-2,-5,-2,-5,13,78,99,0.3,1020,-1,4,275,9
2011-01-04,-0,-7,0.3,2.0,1,1,0,09:15 AM,05:22 PM,09:17 AM,05:06 PM,-3,-6,-3,-6,15,85,99,0.4,1019,-0,2,215,9
2011-01-05,-4,-10,0.0,5.8,1,1,0,09:45 AM,06:34 PM,09:17 AM,05:07 PM,-8,-13,-8,-13,23,39,99,0.0,1016,-4,4,178,12
2011-01-06,1,-8,0.0,2.0,1,1,7,10:08 AM,07:47 PM,09:16 AM,05:09 PM,-2,-7,-2,-7,29,83,99,1.7,1003,1,9,171,16
2011-01-07,3,0,0.0,2.0,1,1,14,10:26 AM,08:57 PM,09:16 AM,05:10 PM,2,-1,2,-1,25,99,100,0.8,1008,3,3,185,13
2011-01-08,6,2,0.0,2.0,1,1,21,10:42 AM,10:06 PM,09:15 AM,05:11 PM,5,2,5,2,28,90,100,0.0,1008,6,5,201,13
2011-01-09,7,2,0.0,2.0,1,1,29,10:57 AM,11:14 PM,09:15 AM,05:13 PM,4,2,4,2,24,97,99,0.0,1010,7,5,237,12
2011-01-10,3,-2,0.0,3.9,1,1,36,11:11 AM,No moonset,09:14 AM,05:14 PM,1,-2,1,-2,15,75,99,0.1,1022,3,0,218,8
2011-01-11,2,-3,0.0,2.0,1,1,43,11:26 AM,12:22 AM,09:14 AM,05:16 PM,0,-3,0,-3,18,78,99,0.0,1013,2,3,147,11
2011-01-12,4,1,0.0,3.9,1,1,51,11:42 AM,01:30 AM,09:13 AM,05:17 PM,2,-1,2,-1,24,78,98,1.1,1012,4,7,229,14
2011-01-13,6,2,0.0,2.0,1,1,58,12:02 PM,02:40 AM,09:12 AM,05:19 PM,4,2,4,2,15,97,99,0.8,1009,6,3,229,9
2011-01-14,10,8,0.0,2.0,2,2,65,12:27 PM,03:51 AM,09:11 AM,05:20 PM,9,7,9,7,24,100,99,0.7,1009,10,5,243,13
2011-01-15,9,6,0.0,3.9,2,2,72,01:00 PM,05:01 AM,09:10 AM,05:22 PM,7,5,8,5,24,79,97,0.1,1017,9,8,247,15
2011-01-16,9,5,0.0,3.9,2,2,80,01:44 PM,06:08 AM,09:09 AM,05:23 PM,6,4,7,4,21,61,97,0.0,1023,9,6,221,12
2011-01-17,8,2,0.0,5.8,1,1,87,02:42 PM,07:08 AM,09:09 AM,05:25 PM,4,2,4,2,16,71,97,0.0,1023,8,2,207,9
2011-01-18,7,2,0.0,3.9,1,1,94,03:54 PM,07:57 AM,09:07 AM,05:27 PM,3,2,4,2,17,81,96,0.5,1022,7,6,285,9
2011-01-19,3,2,0.2,2.1,1,1,100,05:16 PM,08:35 AM,09:06 AM,05:28 PM,2,0,3,0,14,97,95,0.4,1024,3,5,298,9
2011-01-20,2,-3,1.1,2.1,1,1,100,06:42 PM,09:05 AM,09:05 AM,05:30 PM,0,-2,1,-2,14,86,95,1.3,1027,2,3,253,9
2011-01-21,0,-3,0.2,2.1,1,1,84,08:10 PM,09:29 AM,09:04 AM,05:32 PM,-2,-4,-1,-4,12,81,91,0.2,1032,0,5,274,8
2011-01-22,1,-4,0.0,5.8,2,2,77,09:37 PM,09:50 AM,09:03 AM,05:34 PM,-4,-4,-1,-4,13,54,85,0.0,1030,1,7,253,8
2011-01-23,1,-1,0.5,2.1,1,1,69,11:02 PM,10:08 AM,09:02 AM,05:35 PM,-1,-3,-0,-3,13,96,94,0.6,1024,1,3,308,8
2011-01-24,1,-2,0.6,3.1,1,1,62,No moonrise,10:27 AM,09:00 AM,05:37 PM,-0,-2,0,-2,12,100,96,0.7,1021,1,4,218,8
2011-01-25,3,-0,0.6,3.3,1,1,55,12:27 AM,10:47 AM,08:59 AM,05:39 PM,1,-2,1,-2,20,97,99,1.3,1006,3,4,243,12
2011-01-26,2,-3,1.3,3.3,1,1,48,01:51 AM,11:11 AM,08:58 AM,05:41 PM,0,-2,1,-2,14,95,98,1.5,1008,2,2,155,9
2011-01-27,0,-4,0.0,8.7,2,2,40,03:12 AM,11:40 AM,08:56 AM,05:43 PM,-5,-5,-2,-5,15,43,82,0.0,1021,0,6,113,10
2011-01-28,0,-6,0.0,8.7,1,1,33,04:28 AM,12:17 PM,08:55 AM,05:45 PM,-4,-6,-3,-6,14,24,95,0.0,1028,0,4,87,8
2011-01-29,1,-6,0.0,8.7,2,2,26,05:36 AM,01:05 PM,08:53 AM,05:46 PM,-3,-4,-2,-4,10,14,91,0.0,1024,1,4,157,6
2011-01-30,0,-7,0.0,8.7,2,2,19,06:31 AM,02:03 PM,08:52 AM,05:48 PM,-4,-5,-3,-5,8,19,91,0.0,1023,0,5,170,5
2011-01-31,-2,-7,0.0,8.7,2,2,15,07:14 AM,03:09 PM,08:50 AM,05:50 PM,-6,-6,-4,-6,8,28,86,0.0,1025,-2,6,195,5
2011-02-01,-3,-10,0.0,8.7,1,1,0,07:47 AM,04:20 PM,08:49 AM,05:52 PM,-7,-10,-6,-10,14,31,93,0.0,1024,-3,5,234,8
2011-02-02,1,-6,0.0,3.4,1,1,0,08:12 AM,05:32 PM,08:47 AM,05:54 PM,-2,-6,-2,-6,21,79,97,0.4,1025,1,6,236,13
2011-02-03,3,-3,0.0,3.4,1,1,0,08:32 AM,06:42 PM,08:45 AM,05:56 PM,1,-3,1,-3,24,83,99,0.6,1022,3,7,234,14
2011-02-04,5,-1,0.0,3.4,1,1,3,08:49 AM,07:52 PM,08:44 AM,05:58 PM,2,-2,3,-2,36,93,98,1.8,1016,5,8,218,21
2011-02-05,9,6,0.0,3.4,2,2,11,09:04 AM,09:00 PM,08:42 AM,05:59 PM,7,4,8,4,38,96,98,1.8,1012,9,10,239,22
2011-02-06,9,7,0.0,4.8,2,2,18,09:19 AM,10:08 PM,08:40 AM,06:01 PM,8,5,8,5,33,91,98,5.2,1017,9,9,244,19
2011-02-07,8,3,0.0,9.7,3,3,26,09:33 AM,11:16 PM,08:38 AM,06:03 PM,5,3,6,3,28,56,95,0.0,1016,8,9,223,16
2011-02-08,7,2,0.0,8.2,1,1,33,09:49 AM,No moonset,08:37 AM,06:05 PM,4,1,5,1,31,48,93,0.0,1017,7,8,265,18
2011-02-09,4,-3,0.0,9.7,2,2,41,10:07 AM,12:24 AM,08:35 AM,06:07 PM,-1,-1,1,-1,14,22,90,0.0,1024,4,9,242,8
2011-02-10,6,-1,0.0,9.8,2,2,48,10:29 AM,01:33 AM,08:33 AM,06:09 PM,-1,-1,2,-1,22,41,84,0.0,1018,6,9,182,12
2011-02-11,6,2,0.0,8.3,1,1,56,10:58 AM,02:42 AM,08:31 AM,06:11 PM,3,1,4,1,21,74,96,2.8,1008,6,7,272,13
2011-02-12,2,-3,0.0,9.8,2,2,64,11:36 AM,03:49 AM,08:29 AM,06:12 PM,-3,-2,0,-2,11,32,77,0.0,1021,2,9,69,8
2011-02-13,1,-1,0.0,4.9,1,1,71,12:25 PM,04:51 AM,08:27 AM,06:14 PM,-6,-5,-0,-5,23,93,68,0.1,1017,1,10,108,15
2011-02-14,1,-3,0.0,9.9,2,2,79,01:29 PM,05:44 AM,08:25 AM,06:16 PM,-9,-6,-1,-6,25,57,55,0.0,1016,1,10,95,17
2011-02-15,1,-4,0.0,9.9,2,2,86,02:44 PM,06:27 AM,08:23 AM,06:18 PM,-11,-8,-2,-8,27,63,49,0.0,1009,1,10,105,18
2011-02-16,2,-3,0.0,8.3,1,1,94,04:08 PM,07:02 AM,08:21 AM,06:20 PM,-8,-6,-1,-6,21,67,60,0.0,1006,2,10,107,14
2011-02-17,0,-4,0.0,5.0,1,1,100,05:36 PM,07:29 AM,08:19 AM,06:22 PM,-6,-6,-2,-6,16,74,74,0.0,1009,0,10,64,12
2011-02-18,-1,-3,0.0,5.0,1,1,100,07:05 PM,07:52 AM,08:17 AM,06:24 PM,-4,-5,-2,-5,10,94,87,0.1,1016,-1,10,25,8
2011-02-19,-2,-5,0.2,5.1,1,1,84,08:33 PM,08:12 AM,08:15 AM,06:26 PM,-4,-7,-3,-7,13,95,91,0.2,1022,-2,4,39,9
2011-02-20,-3,-9,0.0,6.7,1,1,76,10:02 PM,08:31 AM,08:13 AM,06:28 PM,-8,-11,-6,-11,16,60,91,0.0,1025,-3,4,67,10
2011-02-21,-5,-10,0.0,8.3,1,1,69,11:30 PM,08:52 AM,08:11 AM,06:29 PM,-9,-13,-8,-13,16,62,92,0.0,1025,-5,4,82,10
