date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2009-02-10,5,-1,0.0,4.9,1,1,89,07:42 PM,08:42 AM,08:32 AM,06:10 PM,1,-2,2,-2,26,87,91,1.1,991,5,9,162,16
2009-02-11,3,-0,0.2,4.9,1,1,82,09:07 PM,08:56 AM,08:30 AM,06:12 PM,-0,-5,1,-5,36,99,92,1.1,1001,3,8,298,23
2009-02-12,-0,-3,0.0,4.9,1,1,74,10:29 PM,09:09 AM,08:28 AM,06:13 PM,-3,-6,-2,-6,24,89,89,0.0,1012,-0,10,293,15
2009-02-13,1,-4,0.0,9.9,2,2,67,11:49 PM,09:22 AM,08:26 AM,06:15 PM,-3,-5,-2,-5,14,21,88,0.0,1016,1,9,266,10
2009-02-14,-0,-5,0.2,6.6,1,1,59,No moonrise,09:36 AM,08:24 AM,06:17 PM,-4,-7,-3,-7,20,65,93,0.2,1021,-0,6,317,13
2009-02-15,0,-4,0.0,5.0,1,1,51,01:08 AM,09:53 AM,08:22 AM,06:19 PM,-2,-6,-2,-6,23,89,94,0.0,1023,0,8,264,15
2009-02-16,1,-1,1.6,5.0,1,1,44,02:24 AM,10:15 AM,08:20 AM,06:21 PM,-0,-1,0,-1,7,100,97,1.8,1017,1,2,205,4
2009-02-17,-1,-6,0.2,10.0,1,1,36,03:38 AM,10:44 AM,08:18 AM,06:23 PM,-3,-7,-2,-7,20,55,93,0.2,1020,-1,7,113,13
2009-02-18,-1,-10,0.0,8.3,1,1,29,04:42 AM,11:24 AM,08:16 AM,06:25 PM,-5,-8,-4,-8,17,54,96,0.0,1027,-1,5,329,11
2009-02-19,-0,-9,0.0,5.1,1,1,21,05:36 AM,12:15 PM,08:14 AM,06:27 PM,-4,-7,-3,-7,20,91,94,0.0,1023,-0,7,264,12
2009-02-20,1,-1,0.4,5.1,1,1,14,06:17 AM,01:17 PM,08:12 AM,06:29 PM,-0,-2,0,-2,10,100,99,1.9,1023,1,3,194,7
2009-02-21,-0,-4,0.1,8.4,1,1,6,06:48 AM,02:26 PM,08:10 AM,06:30 PM,-2,-4,-2,-4,11,78,97,0.1,1029,-0,2,123,7
2009-02-22,3,-1,0.0,5.1,1,1,0,07:11 AM,03:41 PM,08:08 AM,06:32 PM,1,-2,1,-2,26,100,100,0.4,1016,3,7,236,15
2009-02-23,3,0,0.2,5.1,1,1,0,07:29 AM,04:55 PM,08:06 AM,06:34 PM,2,-2,2,-2,29,98,99,1.0,1009,3,5,299,17
2009-02-24,3,1,0.1,5.2,1,1,0,07:43 AM,06:11 PM,08:04 AM,06:36 PM,1,-1,2,-1,15,90,96,0.2,1022,3,5,321,10
2009-02-25,4,-1,0.0,5.2,1,1,1,07:55 AM,07:26 PM,08:02 AM,06:38 PM,2,-1,2,-1,23,81,95,0.1,1025,4,8,242,14
2009-02-26,7,3,0.0,5.4,1,1,9,08:06 AM,08:43 PM,07:59 AM,06:40 PM,4,1,5,1,33,97,95,1.0,1013,7,6,249,19
2009-02-27,6,3,0.0,7.0,1,1,16,08:18 AM,10:01 PM,07:57 AM,06:42 PM,3,1,5,1,26,81,89,0.2,1011,6,9,285,16
2009-02-28,7,2,0.0,5.4,1,1,24,08:32 AM,11:23 PM,07:55 AM,06:44 PM,3,3,4,3,11,88,92,0.1,1015,7,5,192,7
2009-03-01,8,5,0.0,5.5,2,2,30,08:48 AM,No moonset,07:53 AM,06:45 PM,5,4,6,4,16,99,94,0.2,1014,8,7,117,11
2009-03-02,10,5,0.0,5.5,2,2,37,09:10 AM,12:46 AM,07:51 AM,06:47 PM,6,5,7,5,17,100,92,0.4,1012,10,8,210,11
2009-03-03,8,3,0.0,8.6,2,2,45,09:40 AM,02:10 AM,07:49 AM,06:49 PM,2,4,6,4,13,67,81,0.2,1015,8,9,218,9
2009-03-04,8,2,0.0,7.0,1,1,52,10:24 AM,03:30 AM,07:46 AM,06:51 PM,3,2,5,2,23,76,90,0.1,1001,8,8,129,14
2009-03-05,11,5,0.0,8.6,2,2,59,11:25 AM,04:36 AM,07:44 AM,06:53 PM,7,5,8,5,26,78,91,0.1,989,11,10,90,16
2009-03-06,6,4,0.0,5.6,1,1,67,12:43 PM,05:27 AM,07:42 AM,06:55 PM,3,2,5,2,16,100,90,1.2,994,6,7,54,12
2009-03-07,4,3,0.0,5.6,1,1,74,02:11 PM,06:02 AM,07:40 AM,06:56 PM,3,1,4,1,17,97,91,0.1,1006,4,7,303,11
2009-03-08,6,0,0.0,5.6,1,1,81,03:42 PM,06:27 AM,07:37 AM,06:58 PM,3,1,4,1,19,85,93,0.0,1005,6,7,222,12
2009-03-09,6,2,0.0,8.7,2,2,88,05:10 PM,06:46 AM,07:35 AM,07:00 PM,2,1,4,1,22,80,86,1.7,1004,6,7,254,14
2009-03-10,7,2,0.0,7.3,1,1,96,06:36 PM,07:01 AM,07:33 AM,07:02 PM,3,2,5,2,24,69,87,1.2,1007,7,8,242,16
2009-03-11,6,2,0.0,5.9,1,1,100,08:00 PM,07:14 AM,07:30 AM,07:04 PM,2,1,4,1,20,91,88,0.2,1014,6,7,298,13
2009-03-12,7,2,0.0,7.3,1,1,90,09:22 PM,07:28 AM,07:28 AM,07:06 PM,2,1,4,1,17,80,86,0.6,1018,7,9,248,11
2009-03-13,7,4,0.0,5.9,2,2,83,10:42 PM,07:41 AM,07:26 AM,07:07 PM,5,3,6,3,22,92,93,0.5,1016,7,8,303,14
2009-03-14,12,2,0.0,10.2,3,3,75,No moonrise,07:57 AM,07:23 AM,07:09 PM,4,5,7,5,13,62,84,0.0,1017,12,7,202,8
2009-03-15,7,7,0.0,6.0,2,2,68,12:01 AM,08:17 AM,07:21 AM,07:11 PM,6,5,7,5,18,93,93,0.7,1019,7,5,275,12
2009-03-16,10,4,0.0,8.8,3,3,61,01:18 AM,08:44 AM,07:19 AM,07:13 PM,4,6,7,6,10,54,84,0.1,1031,10,8,157,7
2009-03-17,11,4,0.0,10.2,3,3,53,02:27 AM,09:20 AM,07:16 AM,07:15 PM,3,4,7,4,31,52,78,0.5,1027,11,7,287,19
2009-03-18,9,1,0.0,8.8,2,2,46,03:27 AM,10:06 AM,07:14 AM,07:16 PM,0,2,5,2,24,49,71,0.1,1027,9,10,303,16
2009-03-19,8,0,0.0,11.6,2,2,39,04:13 AM,11:04 AM,07:12 AM,07:18 PM,-2,2,5,2,21,29,65,0.0,1026,8,10,95,15
2009-03-20,6,-2,0.0,11.6,2,2,32,04:48 AM,12:11 PM,07:09 AM,07:20 PM,-3,0,2,0,11,24,68,0.0,1032,6,10,33,8
2009-03-21,8,-3,0.0,11.6,2,2,24,05:14 AM,01:23 PM,07:07 AM,07:22 PM,-4,1,4,1,17,30,62,0.0,1027,8,10,253,11
2009-03-22,7,1,0.0,6.1,1,1,17,05:34 AM,02:37 PM,07:04 AM,07:24 PM,3,1,5,1,30,83,85,0.1,1016,7,10,279,19
2009-03-23,6,3,0.0,6.1,2,2,10,05:49 AM,03:52 PM,07:02 AM,07:25 PM,4,1,5,1,40,96,91,2.0,1001,6,10,268,25
2009-03-24,3,-2,2.0,7.5,1,1,3,06:02 AM,05:08 PM,07:00 AM,07:27 PM,-1,-4,1,-4,30,84,88,2.3,999,3,8,307,20
2009-03-25,6,-4,0.1,9.0,2,2,0,06:14 AM,06:24 PM,06:57 AM,07:29 PM,-4,-1,2,-1,16,48,68,0.2,1003,6,9,188,11
2009-03-26,7,-0,0.0,6.4,1,1,0,06:26 AM,07:43 PM,06:55 AM,07:31 PM,1,2,4,2,15,77,80,0.0,1003,7,10,162,9
2009-03-27,9,5,0.0,9.0,3,3,5,06:39 AM,09:05 PM,06:52 AM,07:32 PM,5,4,7,4,21,78,89,0.5,998,9,9,226,13
2009-03-28,10,3,0.0,7.7,3,3,12,06:55 AM,10:29 PM,06:50 AM,07:34 PM,4,4,6,4,22,66,87,0.8,999,10,9,190,14
2009-03-29,9,4,0.0,7.7,2,2,19,07:16 AM,11:56 PM,06:48 AM,07:36 PM,4,4,6,4,18,74,88,0.0,1007,9,9,274,11
2009-03-30,11,2,0.0,10.3,3,3,26,07:44 AM,No moonset,06:45 AM,07:38 PM,3,6,6,6,9,52,82,0.0,1020,11,8,306,5
2009-03-31,13,0,0.0,11.6,3,3,30,08:23 AM,01:18 AM,06:43 AM,07:39 PM,3,8,8,8,8,6,72,0.0,1024,13,10,218,5
2009-04-01,15,1,0.0,11.6,3,3,42,09:20 AM,02:29 AM,06:41 AM,07:41 PM,6,11,11,11,11,4,72,0.0,1023,15,10,42,7
2009-04-02,15,6,0.0,11.6,3,3,50,10:32 AM,03:25 AM,06:38 AM,07:43 PM,4,8,10,8,22,27,71,0.0,1025,15,9,86,15
2009-04-03,20,4,0.0,11.6,4,4,58,11:56 AM,04:03 AM,06:36 AM,07:45 PM,7,14,15,14,14,0,64,0.0,1019,20,10,109,9
2009-04-04,22,8,0.0,11.6,4,4,65,01:24 PM,04:31 AM,06:34 AM,07:46 PM,10,16,17,16,15,5,70,0.0,1017,22,10,234,10
2009-04-05,15,8,0.0,11.6,4,4,73,02:50 PM,04:51 AM,06:31 AM,07:48 PM,7,11,12,11,14,26,76,0.0,1022,15,9,263,10
2009-04-06,17,5,0.0,11.6,4,4,80,04:14 PM,05:07 AM,06:29 AM,07:50 PM,6,11,12,11,17,10,69,0.0,1019,17,10,96,11
2009-04-07,23,8,0.0,11.6,4,4,88,05:37 PM,05:21 AM,06:27 AM,07:51 PM,9,14,15,14,12,10,70,0.1,1012,23,10,131,8
2009-04-08,19,9,0.0,11.6,4,4,95,06:57 PM,05:34 AM,06:24 AM,07:53 PM,8,14,15,14,14,26,65,0.0,1012,19,10,253,9
2009-04-09,18,10,0.0,11.6,4,4,100,08:18 PM,05:47 AM,06:22 AM,07:55 PM,8,13,14,13,11,28,70,1.0,1017,18,10,237,7
2009-04-10,21,9,0.0,11.6,4,4,90,09:38 PM,06:02 AM,06:20 AM,07:57 PM,6,14,15,14,23,9,59,0.0,1015,21,10,92,15
2009-04-11,20,10,0.0,11.6,4,4,82,10:56 PM,06:21 AM,06:17 AM,07:58 PM,5,13,14,13,23,3,53,0.0,1013,20,10,93,16
2009-04-12,19,7,0.0,11.6,4,4,75,No moonrise,06:45 AM,06:15 AM,08:00 PM,5,12,13,12,18,2,60,0.0,1014,19,10,90,13
2009-04-13,20,7,0.0,11.6,4,4,67,12:09 AM,07:17 AM,06:13 AM,08:02 PM,7,14,15,14,17,0,62,0.0,1011,20,10,100,13
2009-04-14,21,7,0.0,11.6,4,4,59,01:13 AM,07:59 AM,06:11 AM,08:04 PM,7,15,16,15,14,9,58,0.0,1010,21,10,98,10
2009-04-15,22,8,0.0,11.6,4,4,52,02:05 AM,08:53 AM,06:09 AM,08:05 PM,5,15,16,15,19,32,53,0.0,1013,22,10,96,12
2009-04-16,19,11,0.0,11.6,4,4,44,02:45 AM,09:57 AM,06:06 AM,08:07 PM,2,13,14,13,30,10,45,0.0,1012,19,10,94,21
2009-04-17,18,9,0.0,9.3,4,4,37,03:14 AM,11:07 AM,06:04 AM,08:09 PM,5,11,12,11,26,49,61,2.4,1005,18,9,52,17
2009-04-18,15,8,0.0,10.5,3,3,29,03:36 AM,12:19 PM,06:02 AM,08:10 PM,5,9,11,9,19,63,68,0.4,1013,15,9,47,13
2009-04-19,15,4,0.0,14.1,3,3,22,03:53 AM,01:33 PM,06:00 AM,08:12 PM,-1,8,10,8,20,3,47,0.0,1025,15,10,76,14
2009-04-20,17,3,0.0,14.5,4,4,14,04:07 AM,02:47 PM,05:58 AM,08:14 PM,2,12,13,12,12,1,48,0.0,1026,17,10,77,8
2009-04-21,18,5,0.0,14.5,4,4,7,04:20 AM,04:02 PM,05:56 AM,08:16 PM,4,12,13,12,13,3,57,0.0,1025,18,10,88,9
2009-04-22,16,5,0.0,13.4,4,4,0,04:32 AM,05:19 PM,05:54 AM,08:17 PM,5,11,12,11,15,33,64,0.0,1019,16,10,247,10
2009-04-23,17,6,0.0,14.5,4,4,0,04:45 AM,06:39 PM,05:51 AM,08:19 PM,5,10,11,10,10,40,67,0.2,1022,17,10,223,6
2009-04-24,19,5,0.0,14.5,4,4,0,05:00 AM,08:04 PM,05:49 AM,08:21 PM,3,13,13,13,15,9,52,0.0,1024,19,10,75,10
2009-04-25,22,8,0.0,14.5,4,4,1,05:19 AM,09:32 PM,05:47 AM,08:23 PM,3,14,16,14,22,2,45,0.0,1018,22,10,116,15
2009-04-26,23,11,0.0,14.5,5,5,8,05:44 AM,10:58 PM,05:45 AM,08:24 PM,6,17,18,17,22,9,50,0.0,1012,23,10,144,15
2009-04-27,25,13,0.0,14.5,5,5,16,06:20 AM,No moonset,05:43 AM,08:26 PM,7,18,19,18,19,23,49,0.0,1005,25,10,165,13
2009-04-28,24,14,0.0,14.5,5,5,23,07:13 AM,12:16 AM,05:41 AM,08:28 PM,6,19,19,19,23,10,43,0.0,1003,24,10,142,16
2009-04-29,20,10,0.0,13.5,4,4,31,08:22 AM,01:19 AM,05:39 AM,08:29 PM,7,16,16,16,13,29,59,0.2,1008,20,10,177,9
2009-04-30,26,11,0.0,14.5,5,5,38,09:45 AM,02:03 AM,05:37 AM,08:31 PM,6,19,19,19,14,10,49,0.0,1015,26,10,111,9
2009-05-01,22,11,0.0,14.5,5,5,44,11:12 AM,02:34 AM,05:35 AM,08:33 PM,5,16,17,16,17,5,48,0.0,1021,22,10,30,12
2009-05-02,24,6,0.0,14.5,4,4,52,12:38 PM,02:57 AM,05:33 AM,08:35 PM,7,18,18,18,5,0,54,0.0,1025,24,10,151,3
2009-05-03,23,5,0.0,13.5,5,5,59,02:02 PM,03:14 AM,05:31 AM,08:36 PM,7,16,17,16,10,32,58,0.0,1022,23,10,269,7
2009-05-04,13,8,0.0,10.4,3,3,66,03:23 PM,03:28 AM,05:30 AM,08:38 PM,3,10,11,10,18,69,60,0.0,1021,13,10,291,13
2009-05-05,10,6,0.0,9.5,2,2,73,04:42 PM,03:41 AM,05:28 AM,08:40 PM,5,7,9,7,22,71,75,0.8,1018,10,9,241,14
2009-05-06,14,8,0.0,11.5,3,3,81,06:01 PM,03:54 AM,05:26 AM,08:41 PM,8,9,11,9,30,65,82,0.6,1011,14,9,258,19
2009-05-07,19,5,0.0,12.5,4,4,88,07:20 PM,04:08 AM,05:24 AM,08:43 PM,8,12,13,12,15,39,73,0.0,1016,19,8,264,10
2009-05-08,22,9,0.0,14.5,5,5,95,08:37 PM,04:25 AM,05:22 AM,08:45 PM,10,16,18,16,19,24,65,0.9,1013,22,10,186,13
2009-05-09,20,7,0.0,14.5,4,4,100,09:52 PM,04:47 AM,05:20 AM,08:46 PM,5,14,14,14,13,22,59,0.0,1020,20,10,186,9
2009-05-10,20,11,0.0,14.5,4,4,100,11:00 PM,05:16 AM,05:19 AM,08:48 PM,9,15,16,15,14,30,67,0.0,1018,20,9,249,10
2009-05-11,15,9,0.0,13.5,4,4,83,11:57 PM,05:55 AM,05:17 AM,08:50 PM,8,11,12,11,17,43,75,0.5,1020,15,9,50,10
2009-05-12,17,5,0.0,13.5,4,4,76,No moonrise,06:44 AM,05:15 AM,08:51 PM,5,12,13,12,14,9,61,0.0,1024,17,10,31,11
2009-05-13,18,5,0.0,14.5,4,4,68,12:41 AM,07:45 AM,05:14 AM,08:53 PM,2,12,13,12,17,6,52,0.0,1022,18,10,73,12
2009-05-14,17,7,0.0,14.5,4,4,61,01:14 AM,08:53 AM,05:12 AM,08:55 PM,2,11,13,11,22,21,49,0.0,1016,17,10,86,15
2009-05-15,20,9,0.0,14.5,4,4,54,01:39 AM,10:04 AM,05:10 AM,08:56 PM,1,13,14,13,26,36,40,0.0,1012,20,10,91,18
2009-05-16,18,8,0.0,12.6,4,4,47,01:57 AM,11:16 AM,05:09 AM,08:58 PM,6,13,13,13,15,57,65,0.0,1012,18,10,247,10
2009-05-17,24,6,0.0,14.5,5,5,39,02:12 AM,12:28 PM,05:07 AM,08:59 PM,8,16,17,16,19,11,60,0.0,1017,24,10,120,12
2009-05-18,22,11,0.0,14.7,4,4,32,02:25 AM,01:42 PM,05:06 AM,09:01 PM,12,17,18,17,9,45,73,0.2,1018,22,9,264,6
2009-05-19,24,9,0.0,16.0,5,5,25,02:37 AM,02:56 PM,05:04 AM,09:02 PM,10,18,18,18,8,30,63,0.0,1021,24,10,93,5
2009-05-20,24,12,0.0,16.0,5,5,17,02:49 AM,04:13 PM,05:03 AM,09:04 PM,10,18,18,18,13,28,61,0.0,1021,24,10,223,8
2009-05-21,24,14,0.0,16.0,5,5,10,03:03 AM,05:35 PM,05:02 AM,09:05 PM,11,19,19,19,10,33,64,0.0,1014,24,10,157,6
2009-05-22,20,11,0.0,16.1,5,5,3,03:20 AM,07:01 PM,05:00 AM,09:07 PM,9,15,15,15,17,36,69,0.5,1013,20,8,291,12
2009-05-23,20,8,0.0,16.5,4,4,0,03:42 AM,08:29 PM,04:59 AM,09:08 PM,7,13,14,13,18,18,67,0.0,1019,20,10,279,13
2009-05-24,25,9,0.0,16.5,5,5,0,04:13 AM,09:54 PM,04:58 AM,09:10 PM,9,19,20,19,14,20,57,0.0,1018,25,10,242,9
2009-05-25,25,11,0.0,16.5,5,5,4,04:59 AM,11:05 PM,04:57 AM,09:11 PM,11,20,20,20,10,3,60,0.0,1019,25,10,227,7
2009-05-26,31,14,0.0,15.7,6,6,11,06:04 AM,11:58 PM,04:55 AM,09:12 PM,13,22,22,22,24,39,63,4.1,1011,31,9,175,15
2009-05-27,19,11,0.0,16.6,4,4,19,07:25 AM,No moonset,04:54 AM,09:14 PM,7,14,15,14,24,40,62,3.1,1020,19,10,266,17
2009-05-28,18,11,0.0,15.8,3,3,26,08:54 AM,12:35 AM,04:53 AM,09:15 PM,5,12,13,12,27,56,60,0.0,1021,18,10,273,17
2009-05-29,17,8,0.0,16.6,4,4,33,10:23 AM,01:01 AM,04:52 AM,09:16 PM,6,11,13,11,29,28,65,0.3,1027,17,10,121,21
2009-05-30,19,9,0.0,12.5,3,3,40,11:50 AM,01:20 AM,04:51 AM,09:18 PM,10,13,14,13,17,70,81,1.9,1026,19,8,30,12
2009-05-31,22,12,0.0,16.6,5,5,44,01:12 PM,01:35 AM,04:50 AM,09:19 PM,14,17,17,17,15,52,86,2.1,1024,22,7,74,10
2009-06-01,22,12,0.0,16.7,5,5,57,02:32 PM,01:48 AM,04:49 AM,09:20 PM,14,17,18,17,12,28,81,1.7,1020,22,8,90,8
2009-06-02,25,11,0.0,16.7,5,5,65,03:50 PM,02:01 AM,04:49 AM,09:21 PM,11,19,20,19,18,17,63,0.0,1013,25,10,225,11
2009-06-03,15,9,0.0,14.2,4,4,72,05:08 PM,02:15 AM,04:48 AM,09:22 PM,6,10,12,10,27,47,65,0.5,1009,15,10,294,19
2009-06-04,14,6,0.0,16.6,4,4,80,06:24 PM,02:31 AM,04:47 AM,09:23 PM,5,8,10,8,23,47,70,0.4,1009,14,10,268,16
2009-06-05,15,7,0.0,16.8,4,4,87,07:40 PM,02:51 AM,04:46 AM,09:24 PM,3,10,11,10,19,41,60,0.0,1008,15,10,268,14
2009-06-06,16,3,0.0,15.0,4,4,95,08:49 PM,03:18 AM,04:46 AM,09:25 PM,5,10,11,10,15,49,73,1.1,1006,16,9,106,10
2009-06-07,13,8,0.0,13.4,3,3,100,09:50 PM,03:53 AM,04:45 AM,09:26 PM,10,10,11,10,12,89,92,0.3,1003,13,6,174,8
2009-06-08,20,9,0.0,16.8,4,4,100,10:38 PM,04:38 AM,04:45 AM,09:27 PM,8,15,15,15,16,38,65,0.0,1009,20,9,194,12
2009-06-09,23,11,0.0,16.6,5,5,83,11:15 PM,05:36 AM,04:44 AM,09:28 PM,12,16,17,16,17,35,75,2.3,1010,23,8,157,11
2009-06-10,22,12,0.0,16.6,5,5,75,11:42 PM,06:41 AM,04:44 AM,09:28 PM,11,17,18,17,20,34,65,0.0,1013,22,10,225,14
2009-06-11,18,11,0.0,13.4,3,3,67,No moonrise,07:52 AM,04:44 AM,09:29 PM,11,12,13,12,29,66,84,0.8,1008,18,10,198,18
2009-06-12,16,8,0.0,15.8,4,4,60,12:02 AM,09:03 AM,04:43 AM,09:30 PM,5,11,12,11,31,43,63,0.2,1014,16,10,266,22
2009-06-13,19,9,0.0,16.9,4,4,52,12:18 AM,10:15 AM,04:43 AM,09:30 PM,6,13,14,13,28,10,58,0.0,1017,19,10,282,21
2009-06-14,23,7,0.0,16.9,5,5,45,12:31 AM,11:27 AM,04:43 AM,09:31 PM,8,16,17,16,16,12,60,0.0,1018,23,10,257,11
2009-06-15,23,14,0.0,15.0,5,5,37,12:43 AM,12:39 PM,04:43 AM,09:32 PM,13,18,18,18,13,59,76,2.1,1015,23,9,249,8
2009-06-16,19,12,0.0,16.9,5,5,30,12:55 AM,01:53 PM,04:43 AM,09:32 PM,9,15,16,15,15,39,70,3.6,1018,19,9,297,12
2009-06-17,20,8,0.0,16.9,4,4,22,01:08 AM,03:10 PM,04:43 AM,09:32 PM,7,15,16,15,13,7,60,0.0,1024,20,10,243,9
2009-06-18,23,12,0.0,16.6,5,5,15,01:23 AM,04:32 PM,04:43 AM,09:33 PM,10,18,18,18,18,41,62,0.0,1015,23,10,236,12
2009-06-19,19,12,0.0,16.9,5,5,7,01:42 AM,05:58 PM,04:43 AM,09:33 PM,9,16,16,16,16,43,64,0.0,1015,19,10,257,11
2009-06-20,19,10,0.0,16.9,4,4,0,02:07 AM,07:24 PM,04:43 AM,09:33 PM,9,15,15,15,16,28,67,0.0,1018,19,10,256,12
2009-06-21,19,10,0.0,15.0,4,4,0,02:45 AM,08:42 PM,04:43 AM,09:34 PM,9,15,15,15,11,70,69,0.7,1020,19,8,228,8
2009-06-22,20,11,0.0,15.0,4,4,0,03:41 AM,09:46 PM,04:43 AM,09:34 PM,13,14,15,14,17,63,89,6.2,1022,20,7,140,11
2009-06-23,23,11,0.0,16.9,5,5,0,04:55 AM,10:30 PM,04:43 AM,09:34 PM,8,16,17,16,30,20,59,0.0,1022,23,10,12,21
2009-06-24,25,13,0.0,16.9,5,5,8,06:24 AM,11:01 PM,04:44 AM,09:34 PM,12,19,19,19,27,25,65,0.4,1018,25,10,16,19
2009-06-25,21,13,0.0,13.5,4,4,15,07:57 AM,11:24 PM,04:44 AM,09:34 PM,15,16,17,16,16,72,91,6.0,1014,21,8,23,11
2009-06-26,25,17,0.0,15.8,4,4,23,09:29 AM,11:41 PM,04:45 AM,09:34 PM,16,20,20,20,19,58,80,1.6,1014,25,10,64,13
2009-06-27,24,15,0.0,16.9,5,5,30,10:55 AM,11:55 PM,04:45 AM,09:34 PM,14,20,21,20,17,22,69,0.0,1016,24,10,43,13
2009-06-28,24,13,0.0,16.9,5,5,38,12:18 PM,No moonset,04:46 AM,09:34 PM,13,20,21,20,11,14,68,0.0,1016,24,10,27,8
2009-06-29,26,15,0.0,14.2,6,6,46,01:38 PM,12:08 AM,04:46 AM,09:33 PM,15,21,22,21,8,59,73,0.0,1018,26,10,99,5
2009-06-30,28,16,0.0,16.9,6,6,53,02:57 PM,12:22 AM,04:47 AM,09:33 PM,18,24,24,23,7,42,76,0.0,1019,28,8,134,5
2009-07-01,29,17,0.0,16.6,6,6,58,04:14 PM,12:38 AM,04:48 AM,09:33 PM,19,25,25,24,8,35,75,1.9,1020,29,8,94,5
2009-07-02,28,17,0.0,16.8,6,6,66,05:30 PM,12:56 AM,04:48 AM,09:32 PM,19,25,25,24,9,18,76,3.2,1018,28,8,53,6
2009-07-03,29,18,0.0,16.8,6,6,73,06:41 PM,01:21 AM,04:49 AM,09:32 PM,18,26,26,25,9,16,68,0.0,1014,29,8,82,6
2009-07-04,26,19,0.0,16.8,6,6,80,07:45 PM,01:52 AM,04:50 AM,09:31 PM,18,24,24,23,14,29,76,5.5,1010,26,10,235,9
2009-07-05,24,16,0.0,16.8,6,6,88,08:36 PM,02:34 AM,04:51 AM,09:31 PM,16,21,21,21,14,34,76,0.0,1009,24,8,306,10
2009-07-06,26,15,0.0,16.8,6,6,95,09:16 PM,03:28 AM,04:52 AM,09:30 PM,15,22,23,22,11,16,67,0.0,1007,26,8,270,8
2009-07-07,24,15,0.0,16.8,5,5,100,09:46 PM,04:31 AM,04:53 AM,09:30 PM,12,20,21,20,14,28,59,0.0,1005,24,10,228,10
2009-07-08,21,14,0.0,15.8,5,5,100,10:08 PM,05:41 AM,04:54 AM,09:29 PM,12,17,18,17,19,50,70,0.0,1004,21,10,251,14
2009-07-09,20,13,0.0,16.7,5,5,83,10:25 PM,06:52 AM,04:55 AM,09:28 PM,10,15,16,15,23,55,74,0.9,1009,20,10,259,16
2009-07-10,18,11,0.0,14.2,4,4,76,10:39 PM,08:04 AM,04:56 AM,09:27 PM,9,14,15,14,22,60,70,0.4,1010,18,10,232,16
2009-07-11,19,12,0.0,15.8,4,4,69,10:51 PM,09:16 AM,04:57 AM,09:26 PM,9,15,15,15,20,55,71,0.0,1013,19,9,246,14
2009-07-12,22,9,0.0,16.6,5,5,62,11:03 PM,10:27 AM,04:58 AM,09:26 PM,11,17,18,17,12,37,69,0.0,1012,22,8,211,8
2009-07-13,25,16,0.0,16.7,6,6,54,11:15 PM,11:39 AM,04:59 AM,09:25 PM,13,21,21,21,13,39,66,0.0,1012,25,9,224,9
2009-07-14,26,16,0.0,15.7,6,6,47,11:29 PM,12:53 PM,05:01 AM,09:24 PM,16,21,22,21,13,33,70,1.2,1013,26,9,188,7
2009-07-15,28,17,0.0,16.2,6,6,40,11:45 PM,02:11 PM,05:02 AM,09:23 PM,17,25,25,23,15,14,71,0.0,1016,28,10,210,10
2009-07-16,28,17,0.0,16.2,6,6,32,No moonrise,03:33 PM,05:03 AM,09:21 PM,14,23,23,23,10,25,62,0.0,1020,28,10,266,6
2009-07-17,31,17,0.0,15.6,6,6,25,12:06 AM,04:57 PM,05:04 AM,09:20 PM,15,24,24,24,16,35,59,0.0,1012,31,10,173,11
2009-07-18,22,15,0.0,14.7,4,4,18,12:37 AM,06:17 PM,05:06 AM,09:19 PM,15,18,18,18,19,59,85,2.0,1006,22,7,202,13
2009-07-19,22,14,0.0,16.1,5,5,11,01:22 AM,07:28 PM,05:07 AM,09:18 PM,12,18,18,18,21,49,72,0.1,1012,22,10,253,15
2009-07-20,20,13,0.0,15.6,5,5,3,02:26 AM,08:21 PM,05:08 AM,09:17 PM,13,16,17,16,21,33,78,1.9,1014,20,10,241,15
2009-07-21,25,12,0.0,16.1,5,5,0,03:49 AM,08:58 PM,05:10 AM,09:15 PM,12,19,20,19,15,34,65,0.0,1014,25,8,225,10
2009-07-22,26,17,0.0,16.0,6,6,0,05:21 AM,09:25 PM,05:11 AM,09:14 PM,16,22,23,22,15,30,73,0.2,1009,26,10,198,10
2009-07-23,32,19,0.0,16.0,6,6,4,06:55 AM,09:45 PM,05:13 AM,09:13 PM,16,24,24,23,23,28,64,0.3,1005,32,10,204,15
2009-07-24,23,15,0.0,16.0,5,5,11,08:27 AM,10:01 PM,05:14 AM,09:11 PM,14,20,20,20,15,32,71,0.0,1011,23,10,253,11
2009-07-25,19,13,0.0,13.8,5,5,18,09:54 AM,10:15 PM,05:16 AM,09:10 PM,12,16,16,16,22,58,76,0.0,1016,19,10,264,16
2009-07-26,22,13,0.0,15.6,5,5,25,11:19 AM,10:29 PM,05:17 AM,09:08 PM,9,17,18,17,19,42,61,0.0,1020,22,10,266,14
2009-07-27,28,14,0.0,15.9,6,6,33,12:40 PM,10:44 PM,05:19 AM,09:07 PM,10,22,22,22,18,13,48,0.0,1015,28,10,176,12
